ID,Text,Category,Label
2123,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
2124,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
2125,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
2126,Authorities have issued warnings due to the approaching Flood.,Flood,1
2127,The local Sports team celebrated a hard-fought victory last night.,Sports,0
2128,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
2129,"The community gathered for a Daily Life, enjoying food and entertainment.",Daily Life,0
2130,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
2131,"A powerful Flood struck the region, causing significant damage.",Flood,1
2132,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
2133,"A powerful Tornado struck the region, causing significant damage.",Tornado,1
2134,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
2135,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
2136,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
2137,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
2138,A new breakthrough in Event has scientists excited about future possibilities.,Event,0
2139,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
2140,A new breakthrough in Event has scientists excited about future possibilities.,Event,0
2141,Emergency services are responding to a massive Wildfire that has displaced many residents.,Wildfire,1
2142,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
2143,"The community gathered for a Daily Life, enjoying food and entertainment.",Daily Life,0
2144,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
2145,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
2146,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
2147,The Industrial Accident has led to widespread power outages and disrupted daily life.,Industrial Accident,1
2148,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
2149,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
2150,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
2151,"The community gathered for a Event, enjoying food and entertainment.",Event,0
2152,A popular Event event attracted visitors from across the country.,Event,0
2153,The local Event team celebrated a hard-fought victory last night.,Event,0
2154,The city is buzzing with celebrations for the annual Sports.,Sports,0
2155,The city is buzzing with celebrations for the annual Event.,Event,0
2156,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
2157,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
2158,"The community gathered for a Science, enjoying food and entertainment.",Science,0
2159,The local Event team celebrated a hard-fought victory last night.,Event,0
2160,"A powerful Earthquake struck the region, causing significant damage.",Earthquake,1
2161,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
2162,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
2163,A new breakthrough in Event has scientists excited about future possibilities.,Event,0
2164,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
2165,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
2166,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
2167,"The community gathered for a Event, enjoying food and entertainment.",Event,0
2168,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
2169,A popular Science event attracted visitors from across the country.,Science,0
2170,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
2171,The city is buzzing with celebrations for the annual Festival.,Festival,0
2172,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
2173,A popular Event event attracted visitors from across the country.,Event,0
2174,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
2175,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
2176,"A powerful Tornado struck the region, causing significant damage.",Tornado,1
2177,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
2178,The city is buzzing with celebrations for the annual Science.,Science,0
2179,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
2180,Authorities have issued warnings due to the approaching Flood.,Flood,1
2181,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
2182,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
2183,"The community gathered for a Science, enjoying food and entertainment.",Science,0
2184,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
2185,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
2186,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
2187,Authorities have issued warnings due to the approaching Tornado.,Tornado,1
2188,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
2189,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
2190,"A powerful Tornado struck the region, causing significant damage.",Tornado,1
2191,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
2192,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
2193,A popular Sports event attracted visitors from across the country.,Sports,0
2194,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
2195,Authorities have issued warnings due to the approaching Flood.,Flood,1
2196,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
